"","logFC","logCPM","F","PValue","FDR"
"GNG5",-0.595339635665306,5.48899512310978,99.8833232570717,0.00141121631856049,0.00964265267901554
"UBFD1",0.334540613822049,7.0777347350097,51.8100640758553,0.00141406220150148,0.00965713509937589
"CD22",-2.31648782507046,2.47560412968728,228.874720753083,0.00141465548326468,0.00965713509937589
"SPRED1",-0.46571897633525,6.15981309243049,68.3595978388086,0.00141930649471578,0.00968436823154319
"KIAA0513",0.698594832516923,5.04191272223558,76.8951652089562,0.00142186408586431,0.00969729858374187
"PPP1R15B",-0.375162083671068,6.76201159541456,55.9685283865807,0.00142480846514519,0.00971285360776196
"IGSF9",-0.623345255137039,5.36173832092492,78.9494391003425,0.00143062818977933,0.00974798611993031
"TMEM41B",-0.459287219426567,6.19462500841897,76.5539332148672,0.00144024832167868,0.00980896902563476
"GOLGB1",0.274768994051432,8.06010631731464,15.764436113135,0.00144159749279046,0.00981359111836331
"PARP6",0.479503693270704,6.06200817079385,51.0154790535937,0.00144480095549047,0.00983082602722384
"C11orf24",0.774641081720254,4.76202511541931,126.411027640347,0.00146864967079638,0.0099844791454394
"DISP2",0.877881729265195,4.44030465051719,99.7120777572142,0.00146874717136725,0.0099844791454394
"MYO5A",-0.424113200910932,6.41077506053073,56.3378015807953,0.00147046633571736,0.00999152520406649
"FAM101B",-0.641446865446612,5.27784649305689,107.540583838312,0.00147224296308536,0.00999895499198019
"DOCK1",0.299347973844264,7.38091433908598,39.8277703324314,0.00148273800657615,0.0100655628312841
"LRRC8D",0.755111694916134,4.82503535894141,106.262936467474,0.00149081982642152,0.010115734343767
"MTOR",0.337473088549047,7.03904751307552,52.986994122838,0.001492718205019,0.01012392198733
"SAMD3",-3.11673161149152,2.09483545543681,149.961826515029,0.00149435623423548,0.0101303371210146
"CMBL",-0.499564870692436,5.95184640494354,75.1920606199555,0.00150114528128912,0.0101716492300683
"C11orf95",-0.638320526052203,5.28579873704887,68.9053631046147,0.00150257150730508,0.0101766018421643
"FOXO3",0.326181869199875,7.13236452395017,43.401007445754,0.00150992435331557,0.0102216710615757
"CLIP2",-0.359734368368326,6.86283737105967,36.5563872359228,0.00152234308600962,0.0103009770720466
"RAB7B",2.99962240489258,2.09598391693591,138.626923955041,0.00153040903614061,0.0103507701723447
"DUSP8",0.95551913818433,4.21776163356464,107.067805515214,0.00153249072790361,0.0103600620293752
"SPEG",0.389710297481652,6.62564727332166,36.844901396903,0.00153580020412606,0.0103776416378528
"ZDHHC2",-0.595431310906743,5.46634020485297,78.3914231927469,0.00154145796411349,0.010411065418904
"ARFGEF3",0.414199510471742,6.45305444896482,47.3267239784842,0.00154458866687,0.0104273983986666
"RGS3",0.64912593949567,5.21683040700117,74.1711250857757,0.00154763903123004,0.0104431742098123
"SLC25A1",-0.357823329611142,6.87275352635069,22.0287078192705,0.00155250761210252,0.0104711988067892
"HDLBP",0.165142394384187,9.46454547879746,15.456096862035,0.0015553092692609,0.0104852632265788
"METAP2",-0.400255041803248,6.55779084565948,52.832658398316,0.00155608819186456,0.0104856845193967
"CD58",-1.08078916773529,3.9375637274749,117.748104853064,0.00157238277729506,0.0105906094470734
"TERF2IP",-0.620483226832289,5.34956158869396,68.2623655716138,0.00157693601404154,0.0106163916750285
"RPN1",0.231009327811694,8.10271685193922,27.5040028832844,0.00158439397016009,0.0106616966194313
"CREBZF",0.37737338136436,6.70573597658542,48.9220172037787,0.00159791211738871,0.0107477213925097
"BCAR3",-0.75940452367417,4.81149678304107,92.1258254076534,0.00160209914931321,0.0107709339225302
"SEPT2",0.185162637304959,8.73168745039653,21.5084144340311,0.00161054604552246,0.0108227511121518
"CCDC112",-1.14980257596998,3.78739680343385,158.161097192005,0.00161129337520641,0.0108228039649018
"CCDC120",0.701527240034421,4.99948535955994,64.1735877341173,0.00161217593257374,0.010823764655573
"MAPK1IP1L",-0.301456350349296,7.34592623722639,42.6786981420848,0.00161764479828641,0.0108555017275194
"RALBP1",-0.340353736569293,7.00285774707167,53.4470779023634,0.00161850735491061,0.0108563123952666
"LRRN2",0.87772145909544,4.41533056602447,94.0667901160254,0.001631104886759,0.0109357998729293
"CECR2",-0.701618578388006,5.01186829881471,97.1423543522879,0.00164521008104787,0.011025318107242
"BRF1",0.546714671600142,5.66667511099049,64.9814911975332,0.00164722348417395,0.0110337587708787
"ARHGAP1",0.418180285099152,6.4089827075738,40.8699946146894,0.00165074295511583,0.0110522753390098
"DLGAP5",-0.665448867257337,5.14979322476488,89.4264167581451,0.00165898637633148,0.0111023889364369
"PABPC1",-0.228449376941147,11.462029506284,15.1884238195058,0.00166245171247395,0.0111068567903485
"RECQL5",0.482241648177803,6.01006596548968,59.921818993646,0.00166250090200676,0.0111068567903485
"HPS1",0.561187636593257,5.59275114196061,56.2212297324407,0.00166276719066022,0.0111068567903485
"SLC15A2",2.22641607848967,2.46999493777277,177.858842636138,0.00166312324464715,0.0111068567903485
"SNX33",0.495685714573991,5.93378943863674,74.2368422491142,0.00166344835231238,0.0111068567903485
"PIGQ",0.92548918087698,4.2757391198717,79.3975880477131,0.00167474298073608,0.011177172031944
"RPLP0P6",-0.492128727216424,5.96322376343877,67.0612268323312,0.00168541554302843,0.0112386369282568
"PLXNB1",0.366142562961975,6.7769220066132,28.2002663283759,0.00168548838873488,0.0112386369282568
"LIMK2",0.640088498726774,5.23199737039225,84.2751151338815,0.00169081709112706,0.0112690341282949
"SLC7A8",-0.772375474586531,4.75167767803381,78.7655025023216,0.00170718701859484,0.0113682187238959
"USP38",0.506075704405074,5.86970509044449,54.6618772609176,0.00170725230630795,0.0113682187238959
"NXN",0.393529635574234,6.56941506840429,29.384221441539,0.00171441515556628,0.0114107231545558
"UPF1",0.344159848316459,6.94633573374812,25.7435392426624,0.00172009766449135,0.0114433406443161
"ZMYND11",0.402484533392448,6.50296387150772,50.9596005081489,0.00173504035557435,0.0115375059719156
"BTBD11",1.01197099081216,4.04534240600245,95.1288595001436,0.00174881570391498,0.0116238268131242
"SDF4",0.343375339390881,6.94708108173575,26.031117868754,0.00175761811108909,0.0116770307189741
"CHD1",-0.408350126419787,6.46887403607315,30.5530066542274,0.0017640072313259,0.0117141605434146
"TFE3",0.551190961094307,5.62623608657441,79.0835372473985,0.00176603394125901,0.0117223005733637
"TMED8",-0.489626148193995,5.96467160821465,78.0656004060373,0.00176820428807216,0.0117285131786114
"AHSA2",0.452106566551611,6.17305105350005,55.8171705705937,0.00176857260079225,0.0117285131786114
"CARS",-0.483370087430547,5.99906629019858,70.4388210963344,0.00177531615178623,0.0117679018104815
"OPHN1",0.635089953455603,5.24033210372295,104.719686036744,0.00177645812633454,0.0117685889708869
"TEAD3",0.54274321820913,5.66690949551954,57.067069662048,0.00177702798754168,0.0117685889708869
"MCC",-0.555147046287749,5.61928818402819,81.4833878331694,0.00177871908527575,0.0117744606658055
"EIF4BP7",-0.762041686513357,4.77422115511661,95.4245816600986,0.00179265749853463,0.0118613630870492
"TBCD",0.388277722257866,6.59385438006186,47.2651013498922,0.00180216830883888,0.0119153201850396
"SLC36A4",-0.700373418676698,4.99330485027142,97.8094746609402,0.00180244048166697,0.0119153201850396
"ZCCHC24",-0.890846297056498,4.37308827415145,131.809819941543,0.00181632316458025,0.0120016730640165
"JUND",0.455363760089405,6.52723124818546,14.8320263505297,0.00181855753687035,0.0120110144899072
"CDS1",0.740879263952654,4.82459613508487,125.790163712399,0.00182193748637266,0.012027910261863
"WASH2P",0.547778372390512,5.63333654088272,73.2208439332906,0.00183407966241171,0.0121026104323975
"LAMP2",0.367954706800442,6.73895421155159,40.6121274181477,0.0018438279673307,0.0121614538665399
"PARP3",0.619493965401065,5.29569022730544,84.6754488995955,0.00185764027676974,0.0122470374282892
"SHARPIN",0.643867585461046,5.18980027431097,33.6462970216833,0.00187284909074245,0.0123417466421011
"MAN2C1",0.540490376468067,5.66294575207776,45.6093345448644,0.00188387042081603,0.012408788244403
"PANK1",0.943789206110781,4.19736902837458,98.6389236028876,0.0018903399109876,0.0124445782412417
"GPC2",-1.09426428684312,3.86468887948951,55.9409247221253,0.00189100451001104,0.0124445782412417
"DLGAP1-AS2",-0.723715504689509,4.89390025576716,86.1186871908562,0.0018986878767651,0.0124895261862175
"SGTB",-0.803284860519468,4.62359899008885,110.215884766876,0.00190027619805024,0.0124943586858326
"PCDHGA10",-1.16933598364016,3.70859179440327,138.576283130712,0.00191292908820644,0.0125674727053379
"CANX",-0.19174116561568,9.92935716441671,14.6328615863219,0.001913113500102,0.0125674727053379
"MYL12A",-0.303514562721176,7.2798605915145,38.0491327221826,0.00192696734506424,0.0126528012841455
"FAM111B",0.874436133925695,4.38214921184457,60.2244282351224,0.00193734990442408,0.0127152704937896
"P4HA2",-0.494958017043458,5.91032791022985,44.2331872560151,0.00193936131742116,0.0127227665808051
"MAD2L2",-0.667527194795405,5.10058954730552,54.0678754348124,0.00194450946313803,0.012750824597889
"SNRPD2",-0.480445902372716,5.99088532118346,35.9716180884143,0.00194951141264848,0.0127778992546006
"CAD",0.289481983891909,7.4030118843894,26.1852034654582,0.00195145738135631,0.0127849284841231
"RASGEF1A",-0.622384117642934,5.28473734673453,79.8220087129717,0.00196280535055016,0.0128535208548779
"PDPR",0.274503767128276,7.55233499088298,34.7004961210653,0.001964435172386,0.0128584406006447
"ANKRD52",0.323696465695311,7.08260244086718,43.5405619700818,0.00197484467448958,0.0129207986838755
"ZNF75D",0.856659063342338,4.42753437009662,110.145053729649,0.00198870795646232,0.0130021370136349
"MSX2",-1.1612935875526,3.71506234437953,123.997617985917,0.00198905334610062,0.0130021370136349
"ZNF697",-1.0423267858782,3.96702848213428,146.904421059901,0.00199052813924426,0.0130043218190791
"PKP3",0.378594127471343,6.63790175032396,33.0813671696574,0.00199169000319649,0.0130043218190791
"ARHGAP4",0.48988736990891,5.918686994985,29.9157438485774,0.00199205312369332,0.0130043218190791
"ARIH2",0.390167670261222,6.55158509807501,48.1904299791668,0.00200381952006234,0.0130753020488776
"DIDO1",0.316251393060172,7.14304533811156,45.8985717420521,0.00201441245993,0.013138565402645
"KCNQ1",0.820575531962067,4.53376178236819,107.452131073342,0.00201648644505907,0.0131462341246702
"CDH24",0.742691613175118,4.79097350073206,76.1169861197194,0.00202535880078497,0.0131981974213218
"POF1B",2.97072426705719,2.0611203588437,198.329050413044,0.00203888302823501,0.0132804147758112
"RP1L1",2.38625790968866,2.33229645357757,150.132190653548,0.00204539349391992,0.0133168946516957
"SLC4A3",-0.574942148142354,5.48671433991128,51.1635639760734,0.00205014430182383,0.0133386347353289
"SPIN4",0.715116080532157,4.88708567437369,112.087637244421,0.00205055535354536,0.0133386347353289
"SLC25A4",-0.967902084734772,4.13787220054891,136.116221253388,0.00205228956446504,0.0133439849247047
"TRIB3",-0.712264992016218,4.91515492797252,89.1626426064414,0.00205466381652538,0.0133534900615744
"SEC61G",-0.772329738063985,4.70404880230963,97.5845491363006,0.00205886485318387,0.0133748539685748
"RAD9A",0.800292200124435,4.59254102809244,48.1234887436168,0.00206068669626169,0.0133807499940045
"PTPN23",0.407884631435869,6.41918006644304,45.6744072356327,0.00206273238094797,0.01338809362641
"CEP55",-0.601374667763406,5.36352258553955,78.0480204359029,0.00206484589059595,0.0133958707689549
"FGF9",0.957405084505882,4.13990812779779,137.935541916837,0.00206619746102154,0.0133987000618127
"CYFIP2",-0.34701470300458,6.8820075077217,46.9393338235858,0.00206989954445578,0.0134167625033901
"UGT8",0.598491253798155,5.36017384993536,79.9764036268425,0.00207086188015278,0.0134170582018221
"ARHGAP8",0.928699767435459,4.21394202496623,119.778183790679,0.0020762066407947,0.0134457346879077
"RER1",0.393227222474601,6.51970368036444,58.4934079914475,0.00207813296551363,0.0134522574450497
"MOCOS",0.774962917612039,4.67327358757287,89.0921616597868,0.00207986335142948,0.0134573745281142
"SUMO2",-0.265157326746373,7.64204802450086,39.8526175463536,0.00208076240483209,0.0134573745281142
"HSPA13",-0.547072271582478,5.61745431071905,64.8793000527278,0.00208171027043477,0.0134575580910262
"MYL6B",-0.614677768656353,5.30110326312935,71.763576120224,0.00209318890075656,0.0135233229535228
"AHCY",-0.276968010454453,7.5164961629084,27.8801251184268,0.00209373119791491,0.0135233229535228
"HBE1",-0.511261647526534,5.79827076945458,78.158719606681,0.00211330185595436,0.0136432114582111
"CAPN1",0.214116677009369,8.24148524356245,18.7013934979141,0.00211501576172551,0.0136432114582111
"AP1S1",-0.618546262478815,5.28149966395455,76.3109339411596,0.00211508928660023,0.0136432114582111
"ARSA",0.892818759561803,4.30663747268183,74.2446476290957,0.0021230213292615,0.0136883436894587
"GALNT14",1.43127608271056,3.21518424032878,177.220553101089,0.00212615081166719,0.0137024849315548
"TET1",-0.706125804949839,4.92847129932185,103.373643176693,0.00212934609528745,0.0137170376103112
"ENOSF1",0.503007878532726,5.82735844702227,52.2295008868563,0.00213169378206273,0.0137227622883328
"NOP2",0.481379661889588,5.94871005075297,67.5459698868896,0.00213210996472183,0.0137227622883328
"LINC01278",0.718946705664234,4.86241904412816,95.1296398440154,0.00213524922408492,0.0137314276876802
"COPG1",0.250767606815714,7.78708054960484,33.1115076566455,0.00213627032410034,0.0137314276876802
"PBK",-0.741296392953332,4.80060162509059,109.775624111662,0.00213659132219478,0.0137314276876802
"TNFSF13",2.63246312760332,2.19499683321696,168.715543169978,0.00213771559109043,0.0137314276876802
"ARPC1B",0.370621571427762,6.67830540959528,26.0976258697906,0.00213888923024797,0.0137314276876802
"GATS",0.595742771081897,5.36396466922224,86.1612178656338,0.00213908548291274,0.0137314276876802
"PPIL2",0.485728546188355,5.92070886266712,62.7780577464173,0.0021566126124435,0.0138378703181601
"PDIA3",0.180059152695959,9.05614723577583,14.1594444802752,0.00216148949969035,0.0138630851522647
"GPS1",0.40821745631633,6.40392414175983,28.7420593049057,0.00216285467339344,0.0138657647830865
"CREBBP",0.266637624631532,7.60807461747833,38.2601327174436,0.00216693741343061,0.0138839366128151
"USP22",-0.19672455838172,8.4821518996643,24.7551807852179,0.00216758644167002,0.0138839366128151
"BCL2L13",0.454983797649642,6.09996573666238,59.5507090214124,0.00217256422076029,0.0139097331299421
"CSNK1E",-0.355921351962068,6.79700435025311,35.4136041241741,0.0021760869247631,0.0139261951162365
"SCAMP2",0.372561978231619,6.65746751571049,43.3914489183939,0.00218692157180171,0.0139894161385008
"ZNF395",-0.49809231276286,5.85965104888669,60.117269321844,0.00219412777214877,0.0140293814212186
"COBLL1",1.24312868454126,3.51062008652736,109.430687852792,0.0022009804198545,0.0140638706987776
"GOSR1",0.430623787112423,6.24953019368084,53.2957271473032,0.00220212317511058,0.0140638706987776
"DCTN2",-0.401962283777661,6.45275678049041,57.8541450603614,0.00220240445761126,0.0140638706987776
"AES",-0.271769071324546,7.62371499415461,14.0849755298488,0.00220384827676789,0.0140669530653183
"PKP2",0.556681687758228,5.53987848083847,76.8720392039457,0.00220668131628793,0.0140788961400132
"RBM33",-0.331649849123828,6.99050593839548,51.1969263529342,0.00221841945181647,0.0141476196500156
"SON",0.166299350362973,8.95156391414857,17.9655636838628,0.00222263257921229,0.0141683146469299
"MMP25-AS1",0.867927899286511,4.36519691947015,88.087735854648,0.00223003983832825,0.0142093439589779
"RTP4",4.23339796523023,1.69898810608195,180.619703561947,0.00224094091459338,0.0142725897415094
"CSNK1D",0.257855947165379,7.69183466968451,28.9087424947724,0.00226029964251187,0.0143889802312744
"HP1BP3",-0.253348276685372,7.74859664214671,34.3033230947162,0.00226118164334048,0.0143889802312744
"SLC41A1",-0.400407746223788,6.45550518465274,52.4985190750843,0.00226727846301492,0.0144215069903027
"PLCB3",-0.322556705442092,7.06128069935083,28.8345869574721,0.00227999071597909,0.0144960660812641
"SYNC",1.30766023501234,3.39076964078716,144.612652034569,0.00228197812034042,0.0145024019840653
"LIX1L",-0.665095022627952,5.06768772027536,73.3153516257713,0.00228356046746097,0.0145061592889578
"GPX8",0.542802710738029,5.59917369807771,70.504350663434,0.00228649997799331,0.0145185308797874
"ZDHHC8",0.495604367382621,5.84814282301322,34.5139160593168,0.00229479836888909,0.0145649041314227
"SAFB2",0.423288443233245,6.28480205998324,54.8058847298575,0.00230551581134566,0.014626584054987
"TP53INP2",-0.578100107280094,5.43842027387526,65.7916549176028,0.00232095920990535,0.0147181798077014
"CAMSAP1",-0.37016842306125,6.66811621148381,52.4990923204907,0.00232659234860507,0.0147471020522671
"CEACAM19",1.23585988034201,3.51037876757147,137.094967497582,0.00232753523782023,0.0147471020522671
"EPS8",-0.298751892146258,7.27025077145504,40.6606696560657,0.00234412938448148,0.0148458146565431
"RPS24",-0.190351814698791,8.5534498715066,18.3643971626088,0.00234880216771152,0.0148689742762222
"CAPNS1",-0.247166089946316,7.80673753059876,14.9813891546079,0.00235974711037325,0.0149318022946056
"LINC01232",1.57460627629853,2.99770765988049,178.398142359,0.00238212166875794,0.0150668680829478
"MXD1",-1.00805076723949,4.00162906113914,151.422812461583,0.00238708905144899,0.0150917647330485
"ACTR1A",-0.355189223916556,6.77660448323228,45.3131881830481,0.00238918270772239,0.0150984793222042
"DDHD1",-0.520145135206716,5.71737773122754,76.4970784623377,0.00239084416213545,0.01510245798749
"POLE",0.31051741620037,7.14568994229611,26.2655140134704,0.00240479216572915,0.0151840112759326
"PCNP",-0.392528622382468,6.49388210183788,40.4164181145154,0.00241128386512168,0.0152184349503756
"CES2",0.507011286120289,5.77142240333822,61.678652716847,0.00241361562737023,0.0152265854837029
"NCAPG",-0.491711766638647,5.86837661266748,63.2759269364079,0.00241738399392008,0.0152437880805749
"PPP1R37",0.617244542443049,5.23372397592714,43.4616155266364,0.00243045480253236,0.0153196108914141
"RMI2",0.971330648409729,4.06320310358627,114.100826291712,0.00243289706221263,0.0153284035310134
"GALNT6",0.569570874603555,5.45039343603628,67.5606648570661,0.00243748815926836,0.0153507214711927
"C4orf33",0.998771917112143,3.99450520563482,99.6151486778208,0.00244214126374639,0.015373410553201
"SHANK2",0.462794854442755,6.01917468579773,75.4564206338916,0.00245247384666609,0.0154318173773881
"ACP2",0.650701339151077,5.08884200566478,66.5410441651599,0.00246076573823714,0.0154773387816239
"FAM160B2",0.492789015822605,5.84419801471279,43.6223643853484,0.00246344500573636,0.0154875348384697
"RSPH3",0.448416613984976,6.10468437772314,55.8040750246253,0.00247100541856462,0.0155283964388629
"FAM189B",-0.524136100322843,5.68696042764307,35.5435109497255,0.00247421782034652,0.015541910737593
"MCTP2",0.727362536455707,4.79187666696803,81.1728927584132,0.0024815689201737,0.0155813997064188
"LMBR1",-0.351949794135852,6.79015143587168,40.1055247918274,0.00249556455661731,0.0156625569685467
"SNRNP48",-0.583141955240539,5.39234737679875,67.8173097256165,0.00252024203931246,0.0158106568741436
"MGAT5B",0.69822601154387,4.89456585179779,85.9111025741454,0.00252620780304876,0.0158407102992333
"SOCS7",-0.382997846366852,6.54934048803736,58.5345212691691,0.00252719722251365,0.0158407102992333
"ZDHHC7",0.438531447022371,6.16022069017866,66.0821264256757,0.00252928374920096,0.0158470021204218
"MOK",1.08481636628322,3.78698973687094,85.4216861236598,0.00254528663176202,0.0159404429364437
"CHAMP1",-0.469172120197629,5.98297180573429,73.3867182385043,0.00254679441049548,0.0159430637262668
"RPL8",-0.292479407505617,9.84507935250902,13.5239704742712,0.00255555690146108,0.0159910777297069
"TMEM175",1.08264222402156,3.79048868681683,99.8922590616462,0.00255767267570083,0.015997477470751
"MLXIP",0.314663279327469,7.08989056534228,36.334132078031,0.00256306472661867,0.0160243551212263
"DCP2",0.398567154299921,6.42327600182746,51.6951549847718,0.00256435137104083,0.016025553657794
"GALT",0.961720842168221,4.07369588240907,104.019676953821,0.00256706649657313,0.0160356744531986
"LENG8",0.281076608313162,7.65451081577595,13.5031686117253,0.00256979136113002,0.0160458474238477
"GNAL",0.957439610656035,4.08418537547302,147.866240783819,0.00257128543400493,0.0160483298985485
"ANXA2P2",0.951073152794643,4.09920319015587,134.360712753552,0.00258464679337605,0.0161248467467399
"NEO1",-0.280967642865753,7.41526457282053,40.0939150605447,0.00259477758847436,0.0161811524435069
"IVNS1ABP",0.349915680682737,6.77919029955633,34.8284329160206,0.00265781959983449,0.0165672264323584
"TP73",0.599600835791233,5.28596236037655,58.1354198358893,0.00266985641350598,0.016635171761632
"MBD6",0.539483025394501,5.57080006704477,42.8188433484717,0.00269085090573286,0.016758848449492
"PTPN21",0.721576835141674,4.79027715516664,95.8776448484346,0.00269636170153591,0.0167860271644745
"ALOX12P2",0.848448257421637,4.36912251446546,89.1565799619683,0.00273336377839705,0.0170006537740202
"MAPK8IP2",0.987801777716506,3.9922499399746,80.0071427740057,0.00273382528204995,0.0170006537740202
"TADA3",-0.405338195803958,6.36846053748081,57.382909256546,0.00273467122530367,0.0170006537740202
"WWP1",-0.404627135736572,6.37329670160377,40.1000300400729,0.00273548371398042,0.0170006537740202
"MX1",1.56162579287342,2.98269437406352,151.40690681542,0.00273810770232047,0.0170097386804594
"AKR1C3",1.96156161966898,2.57307213109978,139.726172726923,0.00274014301063883,0.0170151604173568
"GDA",0.406018942193136,6.35177542711119,45.5113096837127,0.00274621191083812,0.0170456138791462
"CFH",2.76601086717822,2.09049277890855,165.453228190095,0.00277356393650415,0.0172080889252542
"STEAP1",-1.78004098630344,2.76734241554741,143.370764502406,0.00278435602194133,0.0172677265835311
"KCNK6",0.558583128303088,5.46597794839722,84.7324180623845,0.00278707166089992,0.0172772472803605
"ERCC2",0.481962646791695,5.87008709898701,78.453765915999,0.00279307916999497,0.017307157803576
"FUT1",-0.938336371599889,4.1326603355123,104.367756441653,0.00281199138499054,0.0174169724548123
"PABPC1L",0.396419160071663,6.41182080303935,36.8036914057001,0.00281456988338179,0.0174255688719018
"BCL9L",0.234236223316167,7.90293009662631,19.5290248813235,0.00281677489418965,0.0174318466601944
"MYRIP",1.85555209729946,2.65771643348929,138.41947335121,0.00285426009163742,0.017656361243113
"LRRC37A17P",0.714345828412481,4.80062322984024,83.4352124137064,0.0028586110994332,0.0176758056828493
"IRF3",0.443830355461874,6.0917075660652,54.3833157988393,0.00286045968115877,0.0176797668468918
"CBX3",-0.298096091188463,7.21898055610257,29.5984477085806,0.00286450882708611,0.0176924394020171
"GPR107",0.304030462391743,7.15509523363436,47.2472505227287,0.00286492767031843,0.0176924394020171
"TP53BP1",0.268854562801203,7.50426209978916,28.0372970922993,0.00286775388282751,0.0177024233779264
"HMGN1",-0.234709702621354,7.89754865013146,25.3386101770637,0.00287101899669007,0.0177151070976205
"GATA2-AS1",0.851112122339662,4.34764064921835,91.171769525966,0.00287490964377062,0.0177316382411407
"ZBED5",0.52902183640661,5.60251083211036,74.9677657223831,0.00290615460845193,0.0179167981673557
"RCCD1",0.772653626819491,4.59064981362498,88.0689135342175,0.00291812541224019,0.0179830246457042
"NLK",0.679011204362416,4.92827088630421,94.4227721044545,0.00292143120356903,0.0179958194846113
"CSTF2T",0.534440940040945,5.57172592184358,70.5250769633529,0.00293590395091063,0.0180773623161666
"FAM175A",-0.646635067436105,5.07294331392153,74.6138267995575,0.00293910467800238,0.0180894600787396
"FAM63A",-2.3034945382204,2.34756755152692,157.777059792549,0.00295285676688898,0.0181664613872161
"NAA40",0.551255009322624,5.48534439819502,44.4425079305069,0.00295473855257877,0.0181704006115726
"SCAP",0.398168037526627,6.38412562976138,26.7124464521906,0.00296776028012201,0.0182428137168693
"ITGA10",-1.73704472959209,2.79669966697814,101.757417783813,0.00296940018930576,0.0182452313898737
"CCDC146",0.880783826013763,4.25146534058339,92.7725934804404,0.00298374553847134,0.0183256817881102
"TLE2",0.52521263492371,5.61389147899178,55.9288054936802,0.00299278930619553,0.0183686945809791
"C4orf3",-0.371006111171351,6.58971443091456,45.5219379236237,0.00299325885321366,0.0183686945809791
"ITPK1",0.445159127102813,6.06721143830541,37.1723283212665,0.00302535058053983,0.0185578504177623
"PRSS3",-1.4837919512022,3.09002583576964,88.975445804338,0.0030285589517423,0.0185697481431505
"HBP1",-0.494549208161555,5.78836512090302,60.8969478450034,0.00303160310726438,0.0185806294296153
"NOXA1",0.912262178246628,4.15765481023305,40.4023673223801,0.00305597479706929,0.0187221628840126
"MTHFD1L",0.510437566799103,5.68543375301175,78.0656099620021,0.00306309381804843,0.0187579251552121
"CXXC4",-2.44239720676589,2.26031747647576,144.585430096401,0.00307525108119699,0.018823323594914
"SEC24C",0.309613850871911,7.08245466242998,48.0434692062453,0.0030772119705595,0.018823323594914
"CLCN7",0.488908904165968,5.80271057726863,25.4856765016135,0.00307763141313399,0.018823323594914
"MYBL2",0.499921286378829,5.73955654437586,58.5247117542178,0.00309597070512409,0.0189180150819567
"PDE5A",0.919252555260045,4.13519618969331,133.406642502142,0.00309664989061855,0.0189180150819567
"FAM171B",0.510978623687059,5.67931672320525,56.0136014940175,0.00309699126375843,0.0189180150819567
"ZNF621",-0.403863421353228,6.34179934703711,47.9338377092635,0.00310455905091626,0.018956331359704
"ANP32B",-0.349609454477542,6.74529979206525,48.5819995545371,0.0031081225183537,0.0189701756374582
"MFSD3",0.85986737820771,4.30019945831152,41.7003652643918,0.00311371445752302,0.0189963838267224
"PPP1CB",0.274687530724257,7.41828073898281,15.9890799076577,0.00311780098778644,0.0190133896905176
"MUC12",0.679551352888828,4.90592695331819,79.2208319710226,0.00313939855815245,0.0191364168148793
"RPS5",-0.271007068858747,8.16163271091185,12.7636037668141,0.00314058985988931,0.0191364168148793
"SLC25A28",0.660757164754429,4.97981011059618,77.8308209521218,0.00314432820102878,0.0191512224512098
"FXYD3",1.23286866998835,3.44125575081118,122.904556196975,0.00315439139670619,0.0192045226631414
"BUB1B",-0.556210881959427,5.45644687716813,72.3711455942751,0.0031561205250529,0.0192070602930038
"SAMD8",-0.487300656990644,5.81651488437203,63.7287102909594,0.00316317322551244,0.019241979770823
"SRSF2",0.246732037603584,7.7197433711041,29.7305768760089,0.00316628640132627,0.0192493207447677
"CREBRF",-0.658270798717859,5.00457083697473,88.2282051931052,0.00316701040949718,0.0192493207447677
"ARL17A",0.535086879380495,5.54539569506027,66.392593526096,0.00318008831775484,0.0193207856449397
"ESR1",3.88748775064551,1.73285985338501,162.714938558865,0.00318364986628442,0.0193343981091032
"EHD2",0.296659020528083,7.19296217258698,26.8525256354631,0.00319067568439531,0.0193690291649978
"CAPN15",0.692692053653266,4.84996950085288,54.1577363396035,0.00319998750670515,0.0194175029635724
"LTB4R2",0.867640722800406,4.26927383520336,70.4154864184596,0.00320964682652585,0.0194680443236769
"TMEM179B",0.632690589589447,5.08949069858191,54.9904069586431,0.0032113958234764,0.0194705837913838
"HEPH",2.5679740631612,2.15380771607489,139.605062887043,0.00321535182063416,0.0194864965825265
"PNPLA6",-0.329705255049739,6.8991476561504,17.4157178006858,0.00322606881987809,0.0195433539932681
"MAPRE1",-0.331911202848828,6.87931998614893,46.4790843148566,0.00323738784029452,0.0196038098595575
"ADH5",-0.366562041256678,6.59947336749324,50.2383170883492,0.00324643492871913,0.0196504638613454
"KRTAP2-2",2.8360448998521,2.03462588718942,143.62913078044,0.00324913789632928,0.0196505896497108
"DCAF16",-0.327095001706751,6.91941529600471,43.2103096562234,0.00324914095055343,0.0196505896497108
"COX4I1",-0.310748605043105,7.06272300164077,36.4296408794611,0.00326369937517734,0.0197284982376153
"BLACAT1",-0.921085415784532,4.13800880401255,125.255115170028,0.0032647186889522,0.0197284982376153
"SLC6A16",-0.810796515063485,4.45519761821192,64.5145946263669,0.00327322805460784,0.0197717564206523
"CD2AP",0.343732952919439,6.76770949805621,26.092260643291,0.00328048305333847,0.019795013121832
"RBM39",0.246405782774758,7.71269352734669,28.3026474199593,0.0032812164798359,0.019795013121832
"ZNF710",0.792328474787757,4.49335221578641,60.936988300723,0.00328267366759806,0.019795013121832
