"","logFC","logCPM","F","PValue","FDR"
"EREG",-7.11546358739023,8.08430152598904,6574.23987436799,7.91917527238372e-20,1.00885402412788e-15
"NEDD9",6.48591670503841,7.92951774952908,5857.28398733814,1.74867632256001e-19,1.00885402412788e-15
"ALPK2",5.8967775910524,7.20851936325629,5536.90779157899,2.57195895388559e-19,1.00885402412788e-15
"PHLDA1",-3.97873575532742,8.67402347247848,5481.04801853711,2.75718508917157e-19,1.00885402412788e-15
"APOL6",4.65276646736673,6.9676794476338,3887.05069630477,2.90770222590443e-18,6.49525660813589e-15
"KRT80",5.00023439090293,7.04627752819858,3846.96752974551,3.12171610066902e-18,6.49525660813589e-15
"DUSP6",-5.17228311251897,7.64278926220789,3788.35615315931,3.46797211051548e-18,6.49525660813589e-15
"VCAN",-7.47835334910063,7.36246814846504,3750.21367508795,3.71692741464348e-18,6.49525660813589e-15
"RNF43",-5.23554339507469,6.43819888702492,3711.05183117591,3.99407689759654e-18,6.49525660813589e-15
"AREG",-6.28544530769472,6.60560468971626,3495.88151226091,6.01317845751045e-18,8.8008879904123e-15
"SPRY4",-4.28861545817292,6.65338542964845,3309.08836361379,8.75845928246132e-18,1.16535281871004e-14
"IFIT1",3.92127532368724,7.72244490374246,3239.12799459588,1.01384970280396e-17,1.2365586875199e-14
"TNFRSF19",5.04521859440719,5.87300179125581,3092.28418314126,1.39290577316152e-17,1.52903725693805e-14
"KRT7",4.79396106493083,8.43987091082683,3070.3105206341,1.46259371393364e-17,1.52903725693805e-14
"TNS3",2.9333371534543,8.18864702304841,3002.30245647327,1.70495955053574e-17,1.62202932369848e-14
"SSFA2",-2.74835724343635,9.34255227570358,2983.70714202384,1.77903030632995e-17,1.62202932369848e-14
"PDE4B",-4.43543403885418,6.14752904477614,2958.81673869539,1.88401875532073e-17,1.62202932369848e-14
"TNIK",-3.1865474532165,7.15131474501495,2898.44740167446,2.16949916905734e-17,1.76138849533232e-14
"IFIT3",4.23226485040347,6.85477970347141,2876.27253553261,2.28657976300315e-17,1.76138849533232e-14
"IFIT2",3.6047203942534,6.60919902299536,2786.8434944682,2.83829892153758e-17,2.0770671507812e-14
"CD47",2.84418132366339,7.99744572795247,2748.95923994395,3.11696576555131e-17,2.17237671164804e-14
"OGFRL1",3.11873214919269,8.00236282162698,2725.70085524776,3.30354639873475e-17,2.19775932235826e-14
"ADAM19",-4.08496456577832,6.50816607040169,2689.81627909264,3.61708764517364e-17,2.30172585977224e-14
"NT5E",-4.19825794449227,6.32389330885594,2584.23136064531,4.75698210821669e-17,2.90096625566081e-14
"LAMP3",3.96012583548334,6.07129209018621,2515.93448939679,5.71337536611218e-17,3.34483847433671e-14
"MUC16",5.15791530422626,7.13205081450095,2460.84141792883,6.64743747901454e-17,3.74199595934065e-14
"KLK5",5.33746872582328,5.69174320924783,2376.2473944214,8.44376690120503e-17,4.57714712466803e-14
"ITGB8",2.98686133822357,7.63933302170364,2316.43756346009,1.00514166746551e-16,5.25401908750899e-14
"LCN2",4.96272375029923,5.29598634448799,2297.12276990146,1.06435474167741e-16,5.37168827558296e-14
"CPOX",-2.13350579331783,7.7944935904554,2102.44593497841,1.94952878351042e-16,9.45164316664145e-14
"ETV1",-4.14169943546193,5.63462458023796,2094.30152055496,2.00191950099675e-16,9.45164316664145e-14
"RHOBTB3",-2.58272996340969,7.74235265277348,2074.88518509015,2.13345587526763e-16,9.75789380950534e-14
"IFI44",5.33222775536498,6.24030069945028,2054.26535984404,2.28410784170193e-16,1.01303643548938e-13
"CCL28",7.89082704156447,4.39361512124808,2037.07072742376,2.41910138693075e-16,1.02514998107149e-13
"EHF",2.15521968307323,8.24388735574101,2031.80765438324,2.46223192241614e-16,1.02514998107149e-13
"OAS1",4.73108168393062,6.71410669545813,2011.65172243514,2.63575608661429e-16,1.02514998107149e-13
"ERRFI1",-2.16979445851242,8.60998430510143,2009.52949081862,2.65482831027636e-16,1.02514998107149e-13
"TSC22D1",-2.0542294902557,7.99108385646495,2008.7762411628,2.66163564366744e-16,1.02514998107149e-13
"PARP14",2.44502098699196,8.28513875519284,1982.66004260963,2.91049799792939e-16,1.08504143442875e-13
"ABCC2",-3.02154123487153,6.59944012309638,1977.24219446238,2.96540430289356e-16,1.08504143442875e-13
"SYBU",3.01122489136918,6.38329652834838,1948.38014515125,3.27867757689176e-16,1.17040792720458e-13
"WNT16",-5.58062908814974,5.09183443526415,1923.51549391429,3.57923843685148e-16,1.24727937527996e-13
"GLIS3",2.5399164489753,6.71520112791379,1898.67417501121,3.91145568274406e-16,1.33135035750331e-13
"ALDH1A3",1.91086177128775,9.14137704413894,1886.03410505549,4.09397807529697e-16,1.34097148512403e-13
"MACC1",2.47828278183707,7.13374777628832,1880.7442067133,4.17324607256738e-16,1.34097148512403e-13
"RSAD2",5.95944595492893,4.77733718614435,1878.0308459485,4.21458652061393e-16,1.34097148512403e-13
"CASC10",3.09279083375042,5.71423841968464,1868.40551845949,4.36506738058752e-16,1.35930055706976e-13
"TIAM1",-2.58558494465485,6.85934718828359,1842.53150880585,4.80105536233015e-16,1.42877738829702e-13
"HMGA2",-2.72792484198439,7.35123985212084,1842.41260219327,4.80317102289216e-16,1.42877738829702e-13
"KIAA0040",-3.06053539418926,5.9012302286098,1838.07751263506,4.88103781189197e-16,1.42877738829702e-13
"CMPK2",4.49905661947593,4.77947754976,1808.36492173577,5.45539276429675e-16,1.56559075486759e-13
"ETV5",-2.40871556808929,6.52988477761621,1791.95113362786,5.80570014328647e-16,1.63408129417578e-13
"SLCO3A1",3.54027846192144,5.09841306383221,1782.87042549489,6.0105416109926e-16,1.65981673619788e-13
"PROM2",3.32614166875206,6.34546293620331,1736.64764771092,7.19063454802725e-16,1.94229882214836e-13
"TMEM200A",-4.30516946238358,4.93348683546056,1732.8491124877,7.29888188153592e-16,1.94229882214836e-13
"WNT7B",3.62690235407014,6.06951352669933,1720.54124022557,7.66265994821917e-16,1.9768892319074e-13
"FBLN1",3.06729335682323,7.02765570433609,1719.34835625594,7.69900835055492e-16,1.9768892319074e-13
"ZFP36L2",2.46970833584097,7.88940422646415,1695.37442381371,8.4731063280291e-16,2.11714557542842e-13
"SLC27A2",2.80336671294512,5.87335649682501,1693.58004612851,8.53454420266991e-16,2.11714557542842e-13
"PHLDB2",-2.61399577283742,7.24386280437625,1665.3585105918,9.57122916638364e-16,2.33474183465318e-13
"SRGAP3",2.88473694979209,6.63073938329935,1647.68835648229,1.0293635393488e-15,2.46979750195231e-13
"VTCN1",3.23515789510709,5.21251140942881,1642.00140520488,1.05392768746489e-15,2.48794929576388e-13
"THBS1",3.05655627322016,5.45550739830578,1637.88054964379,1.07214708828004e-15,2.49078488635979e-13
"SLC20A1",-2.26623888103772,7.74648979435495,1632.60798186699,1.09598705422001e-15,2.50638539461939e-13
"SAMD9L",5.30649605897442,5.61777376146105,1623.12168851337,1.1404251894445e-15,2.55813599279494e-13
"PLK2",2.24240688098292,7.66644340224163,1620.39591728437,1.15357321347681e-15,2.55813599279494e-13
"DTX3L",1.84054051817508,7.68192072834528,1594.28571942623,1.28871935440847e-15,2.81517857777947e-13
"APOL1",5.35858924597949,4.74721987524853,1583.94091895158,1.34721599095887e-15,2.8996843005403e-13
"OAS3",2.73347463825729,9.23332672169914,1559.8958360904,1.49532390280018e-15,3.17182038280919e-13
"PARP9",2.06596796158089,7.80196335521696,1549.83788955125,1.56274826398291e-15,3.26748337023627e-13
"IFI44L",7.86875109153532,6.20917614707439,1528.72622639825,1.71591975680002e-15,3.53721148739789e-13
"HERC6",2.7741740269848,6.00990023843906,1522.34481373862,1.76555409405387e-15,3.58897912785728e-13
"ETV4",-3.23773428107368,5.0440014634747,1487.10392721796,2.07115180933985e-15,4.15251751801343e-13
"TUBA1A",-2.162382623792,7.68828381275217,1471.99144692206,2.22046445447364e-15,4.39171861563192e-13
"NTSR1",-4.52503660679525,7.52761669987317,1466.94259848999,2.27306809785277e-15,4.43581662402308e-13
"JUN",2.7071338268414,5.86431073953013,1460.49626949943,2.34231988796434e-15,4.5108149842429e-13
"BMP4",-2.62007688823582,6.05117434385371,1443.87034774072,2.53236892844916e-15,4.8134742385431e-13
"ANO1",-2.29412382206439,6.64983984889835,1440.24828458217,2.57608034225319e-15,4.83378357554074e-13
"SOX4",-1.66859156618884,8.45253073837398,1429.42227576393,2.71197187009959e-15,5.0243569988326e-13
"MALT1",1.90878985099085,7.4689529713599,1426.38346752849,2.75157936629009e-15,5.03401445062773e-13
"STAT1",1.59709416023467,9.04889435289166,1414.34915727806,2.91507810774701e-15,5.26729422036855e-13
"SAT1",-1.66156683400154,8.70174964061361,1398.39076992004,3.14934625613729e-15,5.43529077444777e-13
"RNF213",2.37716567056997,10.1136177804379,1397.74863097917,3.15921478952341e-15,5.43529077444777e-13
"PDLIM5",-1.99892498042783,7.33584175918247,1397.34413882266,3.16544929750927e-15,5.43529077444777e-13
"SERPINE2",-2.08881692182851,6.44549001778124,1395.44217600259,3.19495416317405e-15,5.43529077444777e-13
"HPD",5.79390281804223,4.00390149806585,1393.84187328035,3.22002363174615e-15,5.43529077444777e-13
"ITGA6",-1.8729057096138,7.29144480837896,1393.15384462191,3.23087112173378e-15,5.43529077444777e-13
"BST2",5.33040257826754,6.98691792839077,1376.60997025246,3.50474600502938e-15,5.82902983291023e-13
"MMP7",6.19757606223192,4.59723229593064,1365.41329517609,3.70520000421122e-15,6.00668135787839e-13
"COL12A1",1.5348840208614,8.47448278748731,1364.02356758469,3.73098462904624e-15,6.00668135787839e-13
"SECTM1",2.9961143201397,6.39253288784506,1363.82521032089,3.7346816313674e-15,6.00668135787839e-13
"SAMD9",2.56257982379171,7.83898410815105,1353.56419226575,3.93177747595843e-15,6.25494512370952e-13
"SLC1A3",2.24433302438069,6.95325303530576,1341.05945239971,4.18828359471819e-15,6.5913676013221e-13
"XAF1",7.79574283794206,6.03561400064949,1331.81408821351,4.39028376036327e-15,6.83576522517838e-13
"SAMHD1",2.20752416740017,7.19954904043389,1312.5476712857,4.84816848647408e-15,7.46924147031944e-13
"KRTAP2-3",3.63571307222763,4.60827434263949,1307.79514886227,4.96937734395185e-15,7.57622987563325e-13
"KRT15",2.42855313726684,6.02685931491657,1304.6884614163,5.05048666956326e-15,7.60206462385907e-13
"TMSB10",-1.62616852544495,9.11764167336444,1303.18794570598,5.09020451720544e-15,7.60206462385907e-13
"PPM1H",2.11750913566154,6.21465061884886,1294.55818078419,5.32569692684688e-15,7.8734242647809e-13
"INSIG1",-1.76343368331578,8.035973669127,1276.76354606235,5.85179827548601e-15,8.56469195600133e-13
"PPP3CA",-1.82685109568759,7.69901839913488,1265.11023068962,6.22858445802172e-15,9.02589724035702e-13
"CEMIP",-2.88900666380519,6.04223840239939,1252.90813319437,6.65321733128615e-15,9.54671459418668e-13
"UBA7",6.4766074850855,6.29269583942687,1242.09017372985,7.05759763358106e-15,1.00200993239283e-12
"ANKRD13A",2.06695580344691,6.89467927542061,1240.48290740361,7.12004871336805e-15,1.00200993239283e-12
"CYB5B",-1.53562388343835,9.10512960751663,1238.47406335554,7.19899527366524e-15,1.00347137928919e-12
"CDCP1",-1.66113792354876,8.77066458643185,1228.38595748407,7.6109342093127e-15,1.04529858961676e-12
"B2M",1.6737429811372,9.35270413527465,1227.65286450008,7.64190687954311e-15,1.04529858961676e-12
"MUC20",2.92403046484491,5.02357474551123,1224.93421851709,7.75803504467122e-15,1.05135741586859e-12
"SUSD2",3.04347476625945,8.04365372481391,1215.13522713041,8.19370407804302e-15,1.09351235995883e-12
"TSPAN5",-3.58688583885311,5.49287841277479,1214.59498822921,8.21852689228418e-15,1.09351235995883e-12
"C3",5.03052027000404,5.00179739090651,1205.29114653356,8.65983112769297e-15,1.1369585931624e-12
"IFIH1",2.34213972886538,5.63175410363555,1204.46278979626,8.700421046337e-15,1.1369585931624e-12
"ZNFX1",1.50692013417425,8.06323247731961,1200.35269044075,8.90506944019073e-15,1.14490221247158e-12
"TRANK1",4.84398804566787,4.79551333923692,1200.10339278637,8.91765866505602e-15,1.14490221247158e-12
"ALPK3",2.65975010790249,5.11535226182732,1196.52441030775,9.10065892132636e-15,1.15823690410898e-12
"JAG1",-2.11162871077678,6.13582725099073,1192.45832330908,9.31380735652144e-15,1.17514555577627e-12
"MTUS1",1.41240314992246,8.34945019673688,1188.17981140656,9.54428998285278e-15,1.19393357426524e-12
"IGF2BP3",-2.57761383241752,6.4234701103786,1175.21988546595,1.02833287126378e-14,1.27548134778108e-12
"SCD5",1.6902928544211,7.16843045641227,1173.68217764145,1.03752903763046e-14,1.27607352897138e-12
"SH3RF2",2.33059966189062,6.25068495762609,1160.58533226563,1.11979008713557e-14,1.36577064294301e-12
"IL17RD",-2.02784400654689,6.82522678994326,1156.83301195094,1.1447181033243e-14,1.38164639440783e-12
"HIVEP3",-2.2388566550991,5.7231441102236,1155.80078037843,1.15168666382724e-14,1.38164639440783e-12
"UNC13A",-2.08447349845174,6.44570542593087,1153.51087115015,1.16731994231176e-14,1.38901582729064e-12
"KLK6",1.79329103075096,7.29068343866372,1117.34371206647,1.44953934116686e-14,1.71092401591275e-12
"ARHGAP42",-2.8046576192225,4.91976135236906,1111.9922831484,1.49761290773285e-14,1.75352500140624e-12
"HS3ST1",-3.48355813618743,4.80831173693028,1106.92173121962,1.54485516148078e-14,1.79448413836767e-12
"SCG2",-4.10049373767685,4.00471511234479,1102.98288610434,1.58273323517735e-14,1.82400658504375e-12
"NMI",2.33660525195914,5.11121078934244,1098.69744605429,1.62515815928749e-14,1.85826678276029e-12
"SPTSSB",-4.26413037860722,4.54884391038805,1093.49529841404,1.67841985778112e-14,1.90429093321585e-12
"DDX60",2.7573783983532,6.75257792810247,1091.4611083796,1.69978846277046e-14,1.91370030316219e-12
"FAM3C",-1.60702118929958,8.12718461448858,1088.64710670501,1.72986452791149e-14,1.93269444507729e-12
"PRR15L",4.09698477837622,4.36661222604914,1086.38854318324,1.75444551372167e-14,1.94530791960836e-12
"KDM7A",-2.39237306154827,5.48023520832132,1084.02160686405,1.78063634423611e-14,1.95950327325111e-12
"CLDND1",-1.8584588377396,6.9949742021647,1081.87177095699,1.80481363709282e-14,1.96967691462567e-12
"SYK",2.9950483448772,4.49135085983798,1080.27345153733,1.82303233589661e-14,1.96967691462567e-12
"PMEPA1",3.05208953019623,5.21874534305633,1079.64490392083,1.83025458041194e-14,1.96967691462567e-12
"NCAM1",3.3235176942788,4.49350712551976,1068.20011791214,1.96766651870587e-14,2.10209979326855e-12
"SPATS2L",1.40562684763132,7.83809520381979,1057.94461577763,2.10091492222168e-14,2.22818773924903e-12
"AMOTL2",2.10706139605576,6.60612423951284,1054.38378144101,2.1495762425465e-14,2.26339553136047e-12
"PLSCR1",2.0117662105601,6.63492931885547,1052.46326229757,2.17635678799236e-14,2.27522556778972e-12
"MALL",-1.62735927385506,8.2661101728376,1047.57315476052,2.24628956999287e-14,2.331680435916e-12
"CD59",1.37657498193,8.13596365080959,1045.42574466421,2.27781028586734e-14,2.34774868619397e-12
"KRT23",2.22274733673972,6.05821163656261,1036.68890708561,2.41138686493967e-14,2.46804602484315e-12
"PBX1",1.65138219452311,7.0027488252121,1032.29647390027,2.48191854538587e-14,2.52259443265747e-12
"RND3",2.67437361737644,5.31737176148008,1031.0978298342,2.50157425864039e-14,2.52503729996281e-12
"F3",2.15903310000001,6.0254090965382,1029.68896229885,2.52490563704004e-14,2.53113143176151e-12
"DUSP4",-2.02322910257387,7.3692964730927,1024.95927763015,2.60507383774302e-14,2.59373201967394e-12
"LRP1B",-3.11136882794703,5.13351776551077,1022.26760763294,2.65199787844486e-14,2.62261087492696e-12
"ALPP",5.94498070003999,4.05696350197662,1018.45239630745,2.72017713839881e-14,2.66783523277545e-12
"LDLRAD4",3.50869304003445,4.09994241813526,1017.68211214386,2.73418478352226e-14,2.66783523277545e-12
"RBM47",1.86461030472961,6.21504180974695,1014.70586378059,2.78908989991843e-14,2.70338541557656e-12
"TRIM14",2.08800511587818,7.12163469001765,1011.10842772662,2.85714835430716e-14,2.75113311273944e-12
"APOL3",5.51232246000861,3.63488263040377,997.072871564235,3.14150541085309e-14,3.00516818256509e-12
"FAT2",4.33159669100588,3.7688512978322,994.66146222791,3.19355745467691e-14,3.03325845509673e-12
"KRT5",5.50086829530068,3.61842824043658,993.803299752826,3.21231935323854e-14,3.03325845509673e-12
"INPP4B",1.56290701898564,7.54636357011884,990.888999788982,3.2769833112756e-14,3.07448254768139e-12
"NDRG1",-2.08474181984605,8.12790197336985,987.910549223883,3.34461612152191e-14,3.11794914360476e-12
"LGALS9",3.85575889915777,5.92548508439083,962.240795623419,3.9987378062608e-14,3.70414724888817e-12
"CD109",-1.62262601943011,7.79385675238983,952.686213170754,4.27878588945886e-14,3.93331867135668e-12
"TNFRSF10D",-2.16360408202341,5.95344471746857,951.18107575057,4.32492003718971e-14,3.93331867135668e-12
"PSD3",-2.24292995068585,6.26474281795396,951.12149203253,4.3267580355864e-14,3.93331867135668e-12
"APBB2",1.58394588939141,7.6462841971952,950.146500062168,4.35696140524797e-14,3.93632636587712e-12
"NR1D1",-1.9333487463188,6.84567747045782,946.63348631734,4.46780837705537e-14,4.01170818445291e-12
"FOSL2",1.87995172834401,6.84663355573746,941.29358128021,4.64254506288835e-14,4.14318838661182e-12
"KRTAP3-1",6.2200696930816,3.7276867001813,939.175422339604,4.71401606996347e-14,4.18147510302941e-12
"PARP10",4.40094075410588,6.96535386629501,936.76459556946,4.7969007147733e-14,4.22936378683265e-12
"PRKACB",-2.26090148530862,6.76799687950478,924.91401105799,5.22939682187223e-14,4.58308095119293e-12
"NR2F1",-2.27311343635405,6.28797567181537,923.541032462434,5.28233312243934e-14,4.60191830833465e-12
"EFNB2",-2.07209477396396,5.26653823175611,908.066176580352,5.92346266128758e-14,5.12992896512456e-12
"TLR3",2.81722622677729,4.86620513691321,903.049348993896,6.15012253215139e-14,5.29489372826869e-12
"KRT81",5.88460114559979,3.26511703098516,900.908723732523,6.24984818708322e-14,5.34928526702632e-12
"RUNX1",-1.62591212444778,6.2657628115109,896.49974633012,6.46114372867035e-14,5.49278681684171e-12
"FOXQ1",3.1173337152109,4.16560992447295,895.858178895962,6.49256709014496e-14,5.49278681684171e-12
"FGF19",-3.59587813975422,4.30473335643736,894.143149008523,6.57743070014784e-14,5.53260205329677e-12
"DDX58",1.55614173096998,7.01303926707413,893.202552552547,6.62451274650408e-14,5.5403639175905e-12
"TCF7L2",-1.41085942131513,7.65515763577784,891.626778100379,6.70425677147361e-14,5.57519898336862e-12
"SH3BP4",1.41865656917089,7.52313253908215,890.254552342379,6.77459662902728e-14,5.60186419561826e-12
"TNS4",-4.30108195208329,4.7358495976136,885.944608037737,7.00108220350704e-14,5.75662017587242e-12
"LITAF",1.41604231347557,7.65047202675035,881.465525697741,7.24569638896018e-14,5.9244699636213e-12
"PLCE1",2.35535679907665,4.76732792041314,879.553399634522,7.35309388111592e-14,5.95345833706308e-12
"ATP8B1",1.70441036912247,6.54770970142224,879.387401359383,7.36250313616027e-14,5.95345833706308e-12
"USP18",2.5766925770318,5.14945432183888,875.765923218698,7.57125179728284e-14,6.08861765412262e-12
"CAMK2D",-1.61259983479396,6.72713402101266,874.022917701919,7.67413332593059e-14,6.13762925455301e-12
"HTR7",-4.21369509063865,4.05188426148709,871.309951950982,7.83746984909104e-14,6.23419612561394e-12
"ABHD10",-1.75826167703026,6.42300915901239,865.142315207856,8.22383577452776e-14,6.50616542681018e-12
"MATN2",2.172690593236,5.50164764633377,864.266394178694,8.28045720283855e-14,6.51574040971748e-12
"TRIM22",3.10200727075355,4.14926799404602,860.625018447058,8.52068045813809e-14,6.6689133254176e-12
"TMEM51-AS1",2.29044132959878,4.81435539727213,859.034554558973,8.62810196885727e-14,6.71170249173976e-12
"SPNS2",3.54289966342057,5.22726785875876,858.463258543468,8.66706593972953e-14,6.71170249173976e-12
"NAV3",-2.28057436889885,4.72839979379367,855.781028023778,8.85271732584831e-14,6.8193879358482e-12
"ST5",2.31705007598026,5.19198234675748,849.26564082529,9.3229655885091e-14,7.13257279065214e-12
"HERC5",2.01362597335737,5.82437193284992,848.812109553883,9.35675031296263e-14,7.13257279065214e-12
"SYT1",-1.98810019608886,7.00214140103081,836.335985523338,1.03435040525075e-13,7.84391322862697e-12
"EIF2AK2",1.21286473333016,8.78099692103665,826.551181616338,1.1201273317913e-13,8.45061011757598e-12
"CASP1",6.60822081429504,3.29966580871595,824.075554927594,1.14310284341998e-13,8.57971959809991e-12
"PTPN14",1.37335001158998,7.50092670708348,819.247144514191,1.18948473320269e-13,8.88229518120132e-12
"SKIDA1",3.1718540083343,4.39020079596292,816.404528907737,1.21779791154083e-13,9.04755849406683e-12
"FKBP5",-1.58981250497515,6.46125283471394,810.121022404953,1.28316632741008e-13,9.48506180200704e-12
"IDI1",-1.7404978503104,7.41687980082069,807.220455381927,1.31469120539603e-13,9.6692565237067e-12
"RCAN1",2.34886712310673,5.10453945754938,801.832297413704,1.37563722956455e-13,1.00669132459533e-11
"FSTL1",1.49060965274431,6.33986548358747,795.44937748581,1.45206667837757e-13,1.05733571665344e-11
"MAP3K1",1.65044494448045,6.3411706738836,794.081087131524,1.46907715458455e-13,1.0644263977475e-11
"TRNP1",-2.1305160121919,5.54646534333031,790.934385575758,1.50906996118812e-13,1.08801714049011e-11
"UBE2L6",2.48917949215119,6.42363472787505,790.098244136547,1.51990560340326e-13,1.09019529739699e-11
"CD55",-1.84094092158587,5.3037324124009,789.555368842669,1.52698849389439e-13,1.09019529739699e-11
"ACSS2",-1.84421213172931,7.18862821933933,784.027701361955,1.60130208323352e-13,1.13770181020417e-11
"OASL",2.69151712574651,4.91181657174241,779.882930164147,1.65974692291943e-13,1.17352927361588e-11
"SSH1",-1.35091174751026,7.49199881420723,768.86132823665,1.82742950318003e-13,1.28587779848764e-11
"IRS1",-1.63956765886085,7.68382972527478,764.686175647901,1.89595814234264e-13,1.32771499384339e-11
"ANKH",-1.77704232587667,5.74440186175894,761.295457543104,1.95378281304233e-13,1.36169358341369e-11
"ALPPL2",6.0707608245861,4.34422757488421,757.99751329323,2.01197124296483e-13,1.3942658789513e-11
"SAMD12",1.49280777655932,6.45693626672483,757.574877571616,2.01957069101991e-13,1.3942658789513e-11
"DRAXIN",-3.07635943217837,4.20679993779182,754.546537399776,2.07499563582627e-13,1.42451145988188e-11
"LONRF2",-4.10223337663218,3.98440481197249,754.125063639551,2.0828467642438e-13,1.42451145988188e-11
"ATP10D",1.94190097124389,5.06225490289278,748.979978131669,2.18148381948206e-13,1.48503242706695e-11
"LAP3",1.48116934966361,6.59961590173652,746.435756547689,2.23222992070485e-13,1.51063015519539e-11
"HMGCR",-1.41819243627154,8.70367973408326,745.839444665789,2.24431850989355e-13,1.51063015519539e-11
"GBP1",5.62115582767059,3.27701524135328,745.557984551414,2.25005038147441e-13,1.51063015519539e-11
"AP1S3",-1.47755268682827,6.58767350276683,739.851558295358,2.36995611583025e-13,1.58386656215943e-11
"GGT5",4.80623788072131,3.89575090410682,735.181573153655,2.47354939481642e-13,1.6449359898817e-11
"DKK1",1.33470901540793,7.06326996739459,734.73113045537,2.48381288442098e-13,1.6449359898817e-11
"OSBPL8",-1.73010888514746,7.29741149027819,733.347466970997,2.51564651257046e-13,1.65851361972889e-11
"ALOX5",3.07032477793045,4.46108756073448,730.586235033106,2.58058075426604e-13,1.68652703228559e-11
"REV3L",1.95243017783219,7.07101754138318,730.093523273143,2.59236834941977e-13,1.68652703228559e-11
"PLAU",1.75793671294304,6.78690067894948,730.07940996229,2.5927069025981e-13,1.68652703228559e-11
"IER3",-1.85867260591041,7.63976114914149,729.599553831927,2.60424798717279e-13,1.68653865222394e-11
"NR3C1",1.59222995799476,5.87347277495383,727.397661401435,2.65796625295618e-13,1.71374423252276e-11
"C5orf56",2.65711982129428,4.62959620269764,725.955250111255,2.69384393173207e-13,1.72925876249257e-11
"MBNL2",1.36935703404239,7.72650179347188,721.629650179591,2.8048080937624e-13,1.79262756595225e-11
"PHC2",-1.69853966271262,6.81735599731195,720.012141617539,2.84764009491907e-13,1.81208958387981e-11
"MAOB",-2.43719715222864,5.26380134254346,717.409250821057,2.91814797971143e-13,1.84891834766478e-11
"DPY19L1",-1.30874715081546,7.29007055899133,716.299219545262,2.9488235806924e-13,1.86030094512991e-11
"TRIOBP",-1.73096495699195,7.09231826558589,715.057871835515,2.98356650246461e-13,1.87414074377992e-11
"SLC7A11",-2.02055617544547,5.73058968830271,713.570195044466,3.02582306611872e-13,1.89219353038655e-11
"IFI27",4.91328807798473,5.71549692369863,713.140256603217,3.03816261028176e-13,1.89219353038655e-11
"AHNAK2",-1.15277134770592,8.9507318028148,706.857921552481,3.22520923061007e-13,1.99932652219897e-11
"TNFAIP2",1.67233291904708,7.58817391202846,706.459833676323,3.23749921946676e-13,1.99932652219897e-11
"KRT18",1.3058409874796,9.85444580269328,698.128039797623,3.50745431532869e-13,2.14835694916181e-11
"CYP24A1",1.20460212355506,7.29756783939806,698.10662629721,3.50818058793163e-13,2.14835694916181e-11
"CYR61",2.02389346896847,4.73418048091842,696.862623737785,3.55067010706738e-13,2.16531698695993e-11
"KLF5",-1.6356418650881,5.56470128192544,695.886933755334,3.58440801728264e-13,2.16802596274721e-11
"LDLR",-1.35423434456269,8.16248735782592,695.877437012432,3.58473820022427e-13,2.16802596274721e-11
"FDFT1",-1.06073930029964,8.16724976569418,680.419498806769,4.17150807981306e-13,2.50733221735624e-11
"PAM",-1.02990928259788,8.29338481503856,680.213735028257,4.18002911338427e-13,2.50733221735624e-11
"ACLY",-1.13703238587833,8.44736305081892,677.820696583713,4.28060749906273e-13,2.55718250433805e-11
"MB21D2",2.84462444344312,4.16968922905697,666.788188110558,4.78166052928919e-13,2.84489363848279e-11
"SMARCA2",1.75916289731079,5.22010981588041,663.638889531671,4.93679175217667e-13,2.92529895080396e-11
"CXCL16",1.55433403793653,6.94621742705462,662.615477276289,4.98843935272511e-13,2.94398380510019e-11
"PARP12",1.87233101670268,6.46904855155836,649.435113503478,5.71209716579914e-13,3.35752024572836e-11
"OBFC1",-1.94254069738161,4.96580784413585,639.45511615367,6.34053314422558e-13,3.71200172395542e-11
"ODC1",-1.29026928279041,7.74428305566297,637.32073385931,6.48500560483211e-13,3.77419451315532e-11
"CGN",1.39198728057393,6.53171256701257,637.126489284012,6.49833982860851e-13,3.77419451315532e-11
"ALS2CL",1.81527027672868,5.5808935223181,636.689553292737,6.52844892349854e-13,3.77669480017094e-11
"HLA-B",1.60971252296681,8.09568891924037,631.730244623061,6.88163599143523e-13,3.96533954215142e-11
"NRIP1",1.93295491737347,6.74537768284339,629.751396600485,7.02863599693964e-13,4.03416142945916e-11
"OAS2",6.2900675548561,3.64358683691456,628.55237883352,7.11945490602643e-13,4.0703258595548e-11
"MMP24",5.83625672861295,3.27047636247867,626.348558843311,7.2899109131424e-13,4.15156171691643e-11
"PLEKHG3",1.42909195762433,6.72450473390192,624.511439175114,7.43558329188486e-13,4.21810841317934e-11
"MAP2",1.45657956114921,6.29260788069576,622.146950372836,7.62800681825466e-13,4.31056014640831e-11
"ASPH",-1.25974630360738,7.1916037869128,616.268018173002,8.13166906095012e-13,4.57750416831023e-11
"STAT2",1.46752672593004,7.83752594028111,611.270534750388,8.58993129207773e-13,4.79368664241819e-11
"IFI6",3.85209396397524,8.14390021287157,611.241894385482,8.59264150444471e-13,4.79368664241819e-11
"MAGI1",-1.16929823337662,7.33180884076621,611.016940949343,8.61396274225188e-13,4.79368664241819e-11
"ESRG",-1.98142649138509,6.32433012441861,609.733731840736,8.73675124047741e-13,4.84360193771316e-11
"STARD4",-1.52511356469177,6.90902997624286,609.074195698416,8.8006406925858e-13,4.86061045949758e-11
