"","logFC","logCPM","F","PValue"
"FARSB",-0.210404708507518,5.56831229362973,13.405125314622,0.240452495618407
"ALMS1",0.0768987958177777,6.07448089205255,1.88159306933186,0.606131615725616
"BCL9",-0.710814717688549,6.57465423421565,182.557100230378,2.30361359306056e-08
"DHCR24",-0.324306906988625,9.37988369167658,47.1316249212586,8.52016337722676e-06
"DNAJC16",0.310174368099239,6.10950563544612,33.1712824679177,0.0355134346548283
"MARK1",0.050808151049896,3.25736072718889,0.236765011173329,0.906899514932866
"MORN1",0.596771600509026,4.01090333547272,33.7336944932682,0.0638654245830953
"CACYBP",-0.179554467778093,5.94459697507954,11.0942713384958,0.251338165569065
"SCP2",0.108542363790186,5.77938914990065,3.04962899303818,0.512510034429142
"RALGPS2",-0.345231518354723,6.13930993518607,37.8144087176883,0.0184642132986317
"CEP104",0.129384832812163,5.54185341098315,4.26596282023814,0.473558700875651
"FAM20B",-0.378368456705975,6.24303478386351,52.3018135479298,0.00742825219015534
"TCEANC2",0.146750490566275,4.24174631668767,3.77886829018208,0.615513883209521
"TMEM59",0.203486138838152,6.62467366247871,13.3620719224122,0.0974194155451762
"LRRC42",-0.187386584195069,5.51332120134969,9.5423741715724,0.305232480728186
"WRAP73",0.124397000474341,5.08856815240694,2.74565757704326,0.55892590858499
"MRPL37",-0.208889617282692,5.76343057637088,10.8985067281251,0.211244844326844
"ICMT",0.226229842841138,6.86904769151908,18.4568673835134,0.0446206459017096
"RPL22",-0.261286589731042,8.04955923976502,29.9796456197565,0.000469248698195088
"CHD5",0.0680694700766111,4.7304066260825,0.749241045286005,0.779321609386572
"QSOX1",-0.0403556097493214,8.15957372517037,0.374365022311322,0.573351551978058
"STXBP3",-0.0689554562361373,5.25011049718701,0.946752390048725,0.731272360637881
"PHF13",-0.186017277528452,5.40975200477857,7.46111082773502,0.326885979170498
"ERRFI1",-2.16979445851242,8.60998430510143,2009.52949081862,2.65482831027636e-16
"PARK7",-0.180316462071479,6.39898435146895,11.4404456476637,0.175723162775212
"KIAA1324",1.29761280286554,2.16430755264588,50.7206545326281,0.093144951098862
"AMPD2",0.00333135757473011,5.95113910823023,0.00300947807192713,0.982945050121029
"SRSF4",-0.0188308554791595,6.69829238866082,0.108288087349683,0.874911709344379
"MECR",0.28882074987152,3.9715644444129,9.41433038561213,0.374003201190959
"KCNC4",-0.0261516203350899,6.23674627887448,0.205408999026667,0.852689965082277
"EDEM3",-0.0262988863308548,5.27993968178746,0.127611185612456,0.894613396386892
"WDR77",0.17253797199617,3.9496983634009,4.1217773744022,0.598135722524429
"ATP5F1",-0.278680926326949,6.5007787394992,33.350839636426,0.0303443938180592
"RAP1A",-0.0756837050342788,5.01760744711077,0.750254553722785,0.729192726432424
"HDAC1",-0.216089334911075,7.59693813195497,25.5309446604342,0.0134425446091652
"CAPZA1",0.195981597087439,7.39107175770735,15.0106003263889,0.036581914120523
"S100PBP",0.0535241319424459,5.39575704305049,0.629005391724892,0.778501577672253
"RNF19B",0.380312087669738,4.80235675682177,28.8014653804071,0.108793139054689
"SCAMP3",-0.228420487667702,5.27112200668328,12.4619016322625,0.252639509401066
"TRIM62",-0.0233014890282352,4.22123325580346,0.0611178416491001,0.936949756248703
"ASH1L",0.213769768718936,7.35639729798061,21.1602070439122,0.0243106708287626
"SFPQ",-0.21889927769739,8.73591409713992,20.5444355933545,0.000490281088873108
"RHOU",0.199244430583407,3.55126472582843,4.12090652467113,0.604046187806372
"GON4L",0.225110310040604,6.36980130044552,20.4640146204086,0.0938719467130887
"ARHGEF2",-0.65728307591344,5.67736420677522,112.180680855488,0.000168272990593563
"LAMTOR2",-0.00791374498214878,3.99940153928795,0.00317659473100542,0.980330169177937
"MEF2D",-0.0755669628882092,6.03368570690459,1.47517971885817,0.617751306849977
"DOCK7",-0.47078689874452,6.48226580240368,81.4752195247694,0.000299487445557015
"SRM",0.11184818566475,4.99601953371889,2.33104447064977,0.611483999115785
"DLEU2L",0.199829190981924,1.74697095264985,0.883538933714424,0.837791853612234
"FBXO2",0.0809630117251541,6.90751124845471,0.913448933704293,0.466054581435816
"FBXO6",0.693987924536079,4.10630968398119,49.3283924387233,0.0257890127984068
"C1orf21",0.779367567809266,4.35568974477536,85.9399180849384,0.00602646670613884
"SWT1",-0.317565409581494,3.4161389949568,10.5603235099589,0.436452690978144
"MAD2L2",-0.667527194795405,5.10058954730552,54.0678754348124,0.00194450946313803
"DNAJC6",-0.749550273314472,4.21537429832379,57.7111030932088,0.0128206256861292
"LEPR",-0.24941892783451,3.89403070352997,5.78772148356477,0.457366479598644
"IVNS1ABP",0.349915680682737,6.77919029955633,34.8284329160206,0.00265781959983449
"KIAA2013",-0.0480289560767521,6.36315480778919,0.378663073388705,0.721293623445201
"MFN2",-0.0494826723502661,6.60248996755563,1.03166330518798,0.68920163035776
"MIIP",0.0453798240357591,4.59518769524699,0.207674357551813,0.859046195100181
"SMG7",0.160370453742883,7.20435875373285,12.2875230325363,0.109047239454138
"SLC35D1",-0.259541002144381,4.32269572705114,7.77394559448864,0.361164213014708
"PLA2G4A",0.0670182458055438,3.62130612185963,0.507182475458744,0.857483212628119
"GADD45A",-0.94350019029318,4.95593678369888,192.3730520203,4.22546978090472e-05
"WLS",0.144245093238356,6.72702681189048,7.71919759942795,0.22299312114148
"PRDM2",0.156236337532858,5.41624042624178,6.22838025969674,0.408263943288757
"RGS2",-1.29480318297409,4.39652921328691,253.527772718166,8.45595898635384e-06
"TROVE2",-0.190834675257238,7.15732058079712,11.7737986524419,0.061215153553013
"UCHL5",-0.114817636561984,5.4064969821126,3.32759146644583,0.54516960731766
"BCAS2",0.165039628778111,4.69989115643804,5.04094436930692,0.501864606258469
"SRSF11",0.0957194076629743,7.92516586547932,2.66854823255822,0.218211899772222
"CTH",-0.100639769298633,3.65937381907597,1.07885709424231,0.784383631172919
"PLEKHM2",0.157553846807339,6.05332584450882,6.69804837479963,0.294521227387958
"CRYZ",0.036236112614661,4.72934704699945,0.19218584219906,0.881463995679747
"PHTF1",0.294442757710036,4.38474805049708,15.4335217153359,0.287830253426831
"ZBTB17",-0.0751395106993367,4.6272879177493,0.94677682804733,0.766148946701995
"CD58",-1.08078916773529,3.9375637274749,117.748104853064,0.00157238277729506
"TFAP2E",0.587054278417844,2.68833462459542,13.7411977911143,0.300128592062286
"TTF2",-0.0131855853878363,5.4318910394101,0.0453638736399284,0.944055525193719
"NR5A2",-0.0968180968277085,1.93808595685256,0.262348879900073,0.909730422451345
"KIF21B",-0.585360443527962,4.48506940576096,58.382643891437,0.0300597469013245
"TMEM9",0.0204511301349364,5.56117503190775,0.119640905321311,0.909176636681134
"ADPRHL2",0.617879536719301,4.60383753129034,38.2846828010024,0.0161620422707542
"MAP7D1",-0.302316838317569,6.14693206893163,29.961765010796,0.0383535970724011
"WARS2",0.0906065944620054,3.80030700583288,1.02131810496891,0.79412455865457
"OSCP1",0.142275160939429,2.53287983201544,1.12368211970631,0.814796937238855
"MRPS15",-0.26329340300794,5.10267977035771,15.7422920269483,0.215300638483605
"EXOC8",-0.225820208005559,5.02902508808366,10.2846532517063,0.300572683964549
"GNPAT",-0.161710384370196,6.14079868225054,8.191298271565,0.267756605028226
"TSNAX",-0.481938558695673,5.02302576877172,40.0665335606448,0.0285278145316964
"C1orf109",0.153491592533243,4.28649834619808,3.8154691606225,0.593098794218713
"RRAGC",-0.307456307455349,3.59541620213991,10.5002957118977,0.41703789317446
"TBCE",0.02739866871815,4.53505553670437,0.14432453004823,0.916515150010052
"LGALS8",-0.0889833848485439,6.55241512026345,2.27933217374134,0.480004903890596
"HPCAL4",-0.431771504896197,4.06780562093863,17.9505914216961,0.170354293758474
"MTR",0.00310216234695393,6.43552060425204,0.00215646473596626,0.981128604621142
"BMP8B",0.0960829346218656,4.98765740325194,1.8633209150804,0.663553965934614
"MYCL",-1.39327494955481,3.60841145795215,187.787946608288,0.000479901610372025
"SIPA1L2",-0.216097664764798,4.71285906385091,5.64194599332889,0.378060110997619
"RLF",0.289503311406051,6.17474410937111,29.1016272633841,0.0445379982961266
"ZNF684",0.0897870177966694,2.29161384534808,0.32669674470768,0.89645192948944
"KCNQ4",-0.0239632771589243,2.98767516153576,0.032694448664009,0.960932054917292
"RIMS3",-0.259864908230957,5.36524165590807,13.5053649375358,0.178341904209547
"AKT3",2.07363919012049,3.43575761382932,300.822908949624,3.82271251765455e-06
"ETV3",-0.428493319991741,5.76157400446592,48.7095835372268,0.0107908746803561
"ACADM",-0.524638259901437,5.39918489876183,65.2378485645071,0.00632328969992445
"ST6GALNAC5",1.85837019325653,3.75180911366527,285.576717835488,1.51562640780987e-06
"PADI2",-0.242675156914268,3.4536792111829,5.40341549750532,0.545156190656775
"SDHB",-0.245653930034136,5.32073510504959,15.9605468241536,0.21047646688538
"MFAP2",-0.0666344189577451,6.03239847275836,0.832178259857428,0.659998138731212
"RPF1",-0.763738322194682,5.24207479057009,124.865452984551,0.000201934420762384
"KDM5B",-0.112681302406807,6.99861471651688,5.92061819944124,0.295354316724603
"UAP1",-0.545568611688193,5.37744668398908,61.6436692463568,0.00487719137150915
"CTBS",-0.15354133023079,4.69329375383624,4.13630539308786,0.533702963560492
"RGS4",-2.15146912730776,1.3149764325229,25.6855870770423,0.174386622044952
"KLHL12",0.11981668451544,5.76184208926256,4.60867032303443,0.472518429243641
"SSX2IP",-0.804326327170678,5.75965878594332,159.326878396245,2.48386286128013e-06
"ZNHIT6",0.195932774850848,4.78869979815527,7.494262485768,0.410002808949814
"RBBP5",0.165967920279046,5.65394634562518,6.94764845380354,0.338512523464176
"GBP3",1.3885889848486,3.00909879220877,105.675687804034,0.00631677048595352
"GBP1",5.62115582767059,3.27701524135328,745.557984551414,2.25005038147441e-13
"PINK1-AS",-0.270994604128782,4.54171636603278,11.2310501470653,0.300349953615621
"KIF17",0.716700932246215,1.86817887558061,9.68623611798686,0.428119568876786
"GPR89A",-0.0251762126378846,4.12926652271203,0.0958594799594125,0.934263147617871
"CDK18",0.777189898991856,6.08948902332245,170.160190896066,2.41874915056625e-07
"RAB29",0.12347626022875,4.67514979513456,1.99965262253663,0.61856765052634
"ECE1",-0.114105541542586,7.64252665441299,6.2127978807206,0.18412272392801
"HMGCL",0.217036827664618,4.61268353823418,9.80016390098561,0.392817588250707
"GALE",0.118060212013457,5.1307751941099,2.50290050526639,0.573229757737475
"ID3",-0.535282213461542,6.05612100263287,42.6715162731235,0.00042195901630053
"CR2",0.705384077571067,3.06598567043464,34.1600975715652,0.139750224560997
"CD46",-0.339534735950848,8.04885904372356,52.3214825018882,5.72793836553973e-06
"PRPF3",0.648732582967029,6.31752657647494,142.680465804903,2.64393811463919e-06
"APH1A",0.511343620404752,6.47282933429481,63.2378214097802,8.58809405915213e-05
"P3H1",-0.0484697388213083,5.36401929736752,0.584246659972057,0.801299832229686
"SLC2A1",-1.45714391130414,7.26326875725859,259.376423305281,2.57685186687642e-10
"EBNA1BP2",0.0996494647354987,5.48822607505583,2.89525398220771,0.588197055743583
"CDC20",-0.730449287680231,6.03068794346517,91.104751632192,2.2526305335547e-06
"ARTN",1.61907095961958,3.61663635544865,156.740949524867,5.1026512689319e-05
"IPO13",0.366538993789265,5.02263589492033,27.35914466931,0.0935668305977579
"ATP6V0B",0.176343537796976,5.2558424229626,3.48875904058691,0.378605364430507
"B4GALT2",0.290619586053562,5.53882414581278,17.2815948543273,0.108260452117323
"ERI3",-0.0479215720287047,4.78123594483671,0.429861790831554,0.840740828931836
"PTCH2",0.678432321076905,2.46639885136518,24.9190451981266,0.285262454933377
"AKR1A1",0.36873350029084,6.3917987602449,54.1038196840632,0.00577193570615422
"PRDX1",-0.16314764721639,8.4351568414674,18.00616029887,0.0123290580969657
"PIK3R3",2.34355081169371,3.27602529317165,404.190645619286,2.05330108621548e-06
"TSPAN1",1.73329281352457,5.7099075048878,495.388785797727,3.52515396144218e-12
"BLZF1",0.509634174167941,4.74851312412162,43.5152586000116,0.0356846243890296
"SLC19A2",-0.292389696279717,3.98574884012591,9.40031455215213,0.366815188867434
"FAAH",0.486689880048502,4.5054550344703,27.9117294161965,0.0668813887101775
"NSUN4",0.0802133675914589,5.4396578754032,1.53417333064473,0.668448897518584
"TMED5",0.0776176556686,5.84412490909273,1.66084817661647,0.631701048252753
"DR1",-0.118642913444394,6.60230159787426,4.33023225399555,0.337995029871476
"CNN3",0.290981611127437,7.79981166402374,42.9169223809376,0.000346917215643412
"PRRC2C",0.118447285589341,8.9776381543543,7.63884518590993,0.0279294959644902
"F3",2.15903310000001,6.0254090965382,1029.68896229885,2.52490563704004e-14
"ABCD3",0.0923444352646937,6.04510129068082,2.67724515150771,0.540049402918662
"VAMP4",-0.140494141267752,3.53859288064303,2.45677485137794,0.716303380458869
"DPH5",-0.578058871522195,4.0772773737418,43.7383034874479,0.0667862209651306
"PTBP2",-0.0654772423167995,4.5579821751179,0.406431637443804,0.80063363994278
"TNFSF4",-1.79790214079594,2.29412585906684,113.333357692272,0.0176362673372132
"PRDX6",-0.32455257241095,7.40081966271956,40.8183859949857,0.000543770352550988
"DARS2",-0.384163078695159,4.58271300387349,28.3875809322573,0.137039224696695
"IRF6",-0.343721772633461,6.01096130690206,35.8563933134808,0.025019035944554
"DIEXF",0.0427012338041148,5.30636656952733,0.46543482968468,0.828038660223774
"RCAN3",-0.671599321536586,5.77624081889955,119.833661820359,6.86842714738889e-05
"SYF2",-0.274262164935785,5.31298974901115,16.6065339236116,0.163519111029341
"RSRP1",0.515455751636477,6.1510281917693,91.990021183314,0.000413204293970364
"SLC35A3",0.123389460966725,5.46415947735551,2.86038430841007,0.506284695635506
"RCOR3",0.226985510202805,5.88040848064029,8.19422618204148,0.155847657880139
"STMN1",-0.801706733048096,7.65892692176997,299.915460332859,9.9227276260271e-11
"MTFR1L",0.033592236528222,5.14034217500171,0.303628583856525,0.872220745116087
"MAN1C1",0.136420777159983,2.95826027129759,1.42581418580466,0.783136148261846
"NEK2",-0.510432076683295,4.62195808552489,38.8023396406201,0.0458216135831426
"RPS6KA1",0.175125960831938,5.91108666237827,8.74938527133724,0.268125315125866
"DHDDS",0.31292713203838,5.26173501978839,23.6400922962454,0.117886016599256
"NENF",0.215158293631994,4.34966692030965,3.87099564523677,0.443074221581484
"NSL1",-0.126764948418695,4.50219368637943,2.8982253130546,0.632327048511787
"ARID1A",-0.0763218328348675,7.82235556584927,2.86319101053778,0.343975343520647
"CENPF",-0.573748054732091,7.68553146779182,100.285114671476,1.07930812663277e-07
"RPA2",-0.0352075334582538,5.05160959135262,0.243716355590944,0.870413750420541
"PPP1R8",-0.206353832880149,5.7752900702462,13.3020951077505,0.214875475715436
"STX12",-0.0486397255057592,5.11940066131154,0.495377297408901,0.817299959678695
"MARC2",-0.00827522142845764,4.28437820954287,0.0121739108227051,0.977036602005881
"OSBPL9",0.102814606142861,6.52842559692389,3.44933332777427,0.4180154213774
"TXNDC12",-0.211757554617935,6.05575433815777,11.3850227699669,0.159460560125618
"ESYT2",0.0656177156742243,7.60001751939487,2.49240540099069,0.451234583116021
"CD3EAP",0.0446671211035487,4.0916927355897,0.291567430826766,0.885290274170229
"MESDC2",0.00472280918535854,6.02335168868395,0.0075144416353114,0.975210696213158
"RCN2",-0.537761158360032,6.46512720904588,98.0578436831729,4.20937040189184e-05
"CHRNB4",-0.357491658245668,2.62999519995467,8.46079121888925,0.538934996124398
"CTSD",0.973448732368214,6.61386054853332,258.509290119289,2.6339945539615e-10
"STAG1",0.0577184084665596,6.09681135233006,1.07827260019684,0.696449533783081
"STK11",0.275225273553361,6.23372328455155,14.0649473485004,0.0510941823984236
"KMT2A",0.206373601541856,8.01706864816029,23.5424938689578,0.0061533899336675
"IFT46",-0.229832408602326,3.96493402457102,5.11882078576892,0.481117574277001
"SLC8A2",0.383748418996721,2.42470965279182,6.99739178197731,0.551186172680765
"KPTN",0.319629655386232,3.61119763565278,6.62109530606313,0.394494319758661
"RPS25",-0.527345082525023,7.96014452980095,91.9106290340593,1.83191241237603e-07
"KIF14",-0.561710110068911,4.9157280114951,49.5839368195907,0.014419584703641
"TNNT2",0.770088595706169,2.15319801041575,19.5293152122336,0.308790992649801
"DDX59",-0.212751810710566,4.08944307845168,6.72677679610184,0.493440444742305
"CAMSAP2",-0.0423987344577948,6.46586728272863,0.629837640807093,0.744031599650895
"ATF6",-0.0258890021520631,6.158620080008,0.246147777101032,0.858084468873141
"MREG",-0.128137185801591,3.86412738355016,1.22646967160467,0.705396308295792
"FASTKD2",0.0489991472943543,4.83856327669991,0.417134014047386,0.833689269155687
"NRP2",-0.0143292719757715,1.90979376506364,0.00561621915677921,0.986852533846074
"CREB1",0.25361659274214,5.63197540235957,18.1622518549731,0.147041880876841
"KLF7",-1.03473199799621,5.3974433916501,200.340151844142,1.54453267206661e-07
"B4GALT6",-0.486795463305115,4.17836691817371,31.9577311868748,0.107266574695783
"C1orf54",0.001181692705305,1.58899054123293,2.45308099697282e-05,0.99914890519391
"CASC1",0.623318462702981,1.75791069643391,5.340419226028,0.522906970352126
"ATP10B",2.49830313435441,1.30569665371731,45.8301093672611,0.11783571924037
"SPCS2",0.117798350633451,5.8124542773279,3.44961862035304,0.471994009829425
"USP35",0.0953644949284554,3.79521169353688,1.07624827392754,0.784012769421883
"CASP8AP2",0.0743683212761914,5.59616227114879,0.909598132182642,0.674406916815393
"HMGN3",0.241550553294279,5.31759491160453,10.6456668212556,0.217635213449208
"UBE3D",-0.152874515909427,2.64077889671006,0.725743739421082,0.790852419035846
"ANKRD13C",0.428519753494996,5.20868901935005,25.7500336372203,0.0360691103902469
"PHF3",-0.0929826518618586,7.07379954471006,2.05773962874413,0.375095956038274
"PLAGL1",0.49266945560333,6.31678117772801,68.257237075011,0.000340796500035722
"FBXO30",-0.117802539706518,5.05863193401285,2.96969469719656,0.584515525446572
"TNFAIP3",0.495352440433909,3.07357543143419,20.7820601795329,0.295020493004552
"AKAP7",-0.0168798703262345,2.80712015277041,0.0204051233668631,0.97466562251983
"MYB",-0.716168855913913,2.76490829997367,28.7669303352093,0.194625864590548
"ALDH8A1",0.629435486141955,2.09592883336839,10.0978412009127,0.419104676050067
"SGK1",-2.78884787465498,2.80690172232559,267.477860298694,1.92944507653368e-05
"RNF146",-0.0800130492383031,4.64523618218924,1.13167858402627,0.749861601989624
"CTGF",1.01317769444273,2.42712981559421,47.7505452238049,0.12332158064316
"TCF21",-3.57347025168173,1.59035829472887,152.500059700795,0.0127730421473216
"PMFBP1",0.281430107849254,3.34480163130192,7.00840571891514,0.501844194655778
"FBXL5",0.371964536295364,5.26725846944755,34.2418108993747,0.0627807329661954
"MED28",0.174425602332583,6.78236476697989,10.0553087542868,0.13297639885995
"SLC16A7",-0.158923440009209,3.84218142130183,1.92886075940489,0.642200948595855
"TMEM5",-0.297889320166219,4.09897045771511,13.2249921193362,0.33663536637211
"ZNF430",-0.598263627433566,3.68447097274256,18.8547260401745,0.10468799761307
"VAMP8",-0.104389213964373,4.55322985864351,1.19598197699618,0.687863583128929
"DCLRE1B",-0.423512969635676,4.27988357250345,28.9718337973469,0.144326203614496
"MYL12B",0.144623466686978,7.86044052641279,12.4765533287845,0.0689999726883584
"FOXO3",0.326181869199875,7.13236452395017,43.401007445754,0.00150992435331557
"ARMC2",0.503534949817757,2.63728984810341,12.3053625887209,0.3849196735649
"RPN2",0.172221406406925,7.96307696116621,16.9356785537624,0.0248378893836643
"TGIF2",0.126930832677946,4.34959320732869,2.39497211608109,0.650766535987506
"PKD2",0.255707208910276,5.66016269036436,15.5556856548861,0.139710792251787
"ABCG2",0.932387636662835,2.03047040177856,17.9106739276354,0.255867502748388
"SPP1",-0.263860383410517,1.75749112474095,1.40898260605461,0.785886935887987
"FAM47E-STBD1",0.604653422453918,1.62455662662078,5.19639489202009,0.576523789846676
"CCNI",-0.351880547837813,8.14551367372226,65.2114257683463,1.38730076917627e-06
"MFSD1",0.625914542364379,4.77320433193731,79.7661181241901,0.00946376499199349
"RAB3GAP2",0.294412425768335,6.08517096217174,24.5276501448695,0.0478307264065626
"EEF2KMT",0.32788694207471,3.54003448211477,11.3390180300057,0.396271499125846
"PPL",-0.0546467525186146,7.97552272267403,1.40442528109618,0.474646280766515
"UBN1",0.5271077003057,6.31513670642114,96.552698534359,0.00012974400461531
"KLF12",-0.619979684130964,5.48031718074682,79.4405400930986,0.000930479502347142
"UCHL3",-0.110165707856586,1.8772172629939,0.294047071804543,0.901454295897909
"HS1BP3",-0.0589546980829609,4.47037910239924,0.44096369228146,0.825860891589573
"C2orf43",-0.237714353885968,4.6268234689132,12.2233996135188,0.347936270567831
"WDR35",0.0914556622677226,4.6311437595059,1.36941721034382,0.716775415607212
"CCND2",3.75725027037368,1.61489034092865,127.496379966661,0.0075359741123888
"OTUD4P1",0.320744002946617,1.90718339476246,2.65647073485684,0.713098680171372
"ELL2",0.00333119621276304,5.07484482333025,0.0024899847624617,0.98756584042273
"CYP20A1",-0.209056404116304,3.65687908875977,5.79316871507339,0.570761608798956
"NDUFB3",-0.237247081816728,3.80388779997378,6.18965507358079,0.495097619625582
"GTF3C3",-0.0982266605426544,5.71394466480218,3.04000242874434,0.562988737545996
"SATB2",-0.544509275278713,4.62320538739532,53.703247595364,0.033273831655979
"UBE2B",-0.140179454586841,5.06260121373282,3.62340040448789,0.514756877477738
"TRPM6",-0.427129745157739,2.04109391332,5.30733038781458,0.595542600269404
"GDA",0.406018942193136,6.35177542711119,45.5113096837127,0.00274621191083812
"KLF9",-0.556939743845967,3.26349209141493,24.8482668169617,0.204037832293651
"TJP2",0.345818538690799,4.41675395681147,13.6655464820855,0.206702127936023
"ITGB1BP1",-0.20685275300523,4.93939663362884,6.99782016492118,0.358723500323433
"CPSF3",-0.16176364473067,5.81212303171144,7.02069594041675,0.324183489501972
"PIGZ",0.918121298003292,2.39070507452988,27.4817106313843,0.168726523283836
"SENP5",-0.0504101804143309,5.76245050493072,0.622217307338685,0.762523622070277
"CCDC92",0.168093599276733,4.9198158935358,6.48843753437517,0.458024646815385
"C1orf198",0.408763070599057,6.14001164138055,41.0291633702317,0.00516718866497551
"HEATR1",0.0111068317539007,6.80554676251522,0.0363955350561913,0.923095444064634
"PTBP3",0.400631708522912,7.75735870431222,66.9624271758196,1.26934155093937e-06
"RAD23B",0.10733745208697,7.96136958893601,6.1020911978759,0.162034362406599
"FKBP15",0.401833303461421,5.60353911679605,38.5383984812511,0.0232640677440293
"CTNNAL1",-0.174121239388573,5.56795827664285,6.07034608114755,0.331127905876055
"FAM206A",-0.0435175084475196,4.38084557204161,0.273172231655064,0.875248648769498
"WDR34",0.25743369294001,5.65273215414956,9.7964526885601,0.138120549583328
"SET",-0.395627720175778,8.59545144477803,72.0996693090973,7.75085227086629e-07
"PPP2R4",0.285830330969349,7.06057276190973,19.6732322385717,0.00668107727832104
"GLE1",-0.160850993195908,5.8612953792306,8.71636248469352,0.318405638423223
"RAB14",-0.0782190622372275,6.52693674360744,2.65352630010715,0.538315501170263
"CNTRL",-0.495591499355334,4.45020149593292,31.9272025343256,0.068984793140629
"TRIM32",0.251708458975045,5.57412797630317,17.4839351461861,0.158691583019719
"FBXW2",0.159861833966898,6.74873021557164,10.1669261548406,0.173557900148316
"PHF19",-0.251572376083991,4.75498438916343,12.7707939177018,0.297551336514261
"NEK6",0.565834364820357,6.08435427351354,87.740541769804,0.000156516823444793
"BSPRY",-0.174901660636793,4.74863891384398,4.23519376364296,0.469382508814359
"PPP6C",-0.114340678333935,5.43219185034593,3.02048213556511,0.543092790248991
"NDUFA8",-0.023038604004596,4.62354069553773,0.076532070195573,0.927405983287989
"HDHD3",0.63083749773103,4.45175833541791,59.3490702495804,0.0204460845793858
"RBM18",-0.147088572370977,5.32535592238327,4.52011465539972,0.451892380286368
"HSDL2",0.486932012309773,5.3459649672157,42.9106795290259,0.0123998602698371
"MAPKAP1",0.06631163021958,6.04840108021001,1.42317073700212,0.659574769642038
"NR4A3",2.66190359995357,2.70888898950623,173.592307476799,5.4507853636938e-05
"INVS",0.0980236595755402,5.08739693245848,1.87211770924873,0.645267685399902
"GALNT12",0.36421360381382,5.58380479242873,36.9317916102237,0.0410040993129417
"DENND1A",-0.145916704906419,5.47943428073205,3.79629012055887,0.430039718568142
"ALG2",0.19624241603076,5.29114377235257,9.78004101563418,0.321013342054756
"KDSR",-0.413884139039857,6.03154286573054,60.5697348612478,0.00666242195560513
"VPS4B",0.0451239600629988,6.38720148941156,0.804988925571626,0.735297890183696
"ONECUT2",-0.440922368969845,4.87324586236094,24.0508309322156,0.0576353109796456
"C19orf25",0.53745423283291,4.66555618968484,44.1223833529871,0.0318619674141515
"ZBTB45",0.201588327904381,3.76368686668867,4.395858488232,0.567390755903336
"YLPM1",-0.00366218965516339,7.11095926946044,0.00583605066801601,0.97167914280325
"DCAF4",0.133384415560988,4.00207341154672,1.80624079118116,0.67740443922941
"FCF1",0.0583740430771418,5.41753639579406,0.8662159630181,0.757195731062935
"PGF",-1.00845257830653,2.56989897060897,44.421119269381,0.101968296686322
"IFI27L2",0.231705072827686,3.45503942407351,3.12131290066295,0.562319961890776
"CCDC176",-0.179427439057261,3.38794780855762,2.45976030354862,0.663062264072167
"NEK9",0.10881425854135,6.90005315588797,5.23197103539502,0.328489611115734
"ACYP1",-0.00890762406725655,3.16360117323035,0.00287822851094528,0.984296587522002
"IFT43",0.137047443000361,3.80339866708962,2.44652075690993,0.692729128638823
"NPC2",-0.31414657330204,6.13731447284387,17.5762088520218,0.0320223944939032
"DNAL1",-0.06799230122371,4.54329179870237,0.831424778240067,0.794254852816703
"IRF2BPL",-0.566801051443745,6.68932138321198,59.2300671362969,3.04472860593886e-06
"LTBP2",1.11196078425269,3.36121192560768,114.016109756077,0.00948511912077001
"AREL1",0.107475276636699,6.54422622623849,2.9052796496322,0.394608053017001
"MLH3",0.253905318214112,4.67184353053439,11.2438905509801,0.306922681155771
"TTLL5",-0.035178887702027,5.78061945583679,0.397631654725056,0.831896872512674
"FLVCR2",0.807067184266057,2.61776814898898,34.9337445262803,0.172096705616604
"ABCD4",0.181191949967328,5.72690182749901,9.43343269525508,0.283466798688573
"DLST",-0.216841575791176,6.48417426087554,18.50226831171,0.0935079384269936
"PPP4R4",-0.208663108353304,2.82168453752584,3.09159693071066,0.6932896199845
"TGFB3",0.321465235457757,2.66603833110334,4.80907294327779,0.572385839930913
"ZC2HC1C",0.0307829955971564,1.78644916170633,0.0171733122742203,0.974088128092573
"SLIRP",-0.171175177178332,3.74215477852138,2.92320943787313,0.630692156578708
"RBM25",0.375571465993303,7.3541597696012,43.0022117657754,7.96252209741625e-05
"ALDH6A1",0.564900511359366,4.95002524438483,77.873374116041,0.0122503292068566
"ESRRB",1.14677148322211,2.5072555411584,47.7215157144582,0.0711591201872502
"EIF2B2",-0.294663961628385,4.41723820752766,15.4571630134754,0.282880727877795
"NRDE2",0.0930732161849805,5.53994232545548,1.84628524265572,0.60635870781659
"COQ6",0.20835774640635,3.89311564799444,4.25592326177448,0.533733793299673
"ZNF410",0.167052723649369,1.81243945053615,0.73499870892516,0.857475592187771
"RHOQ",0.14849729973181,6.20998956195005,5.06155907891444,0.296117238816876
"GPR75",0.0854994153044346,2.50063107250865,0.345915110908405,0.889853694503353
"SUPT7L",0.17113487230314,5.95981570982418,9.11496009397556,0.270795923088017
"KLHL29",0.337437638072498,5.25407869986601,27.5657879296639,0.0927867246230844
"DNMT3A",0.177629284042019,5.56653017684332,6.18590525697901,0.320923041493768
"TMEM214",0.559911905354491,6.38348156685988,88.0515712288765,3.16880090773806e-05
"ATAD2B",0.124964421593525,4.46976869016234,2.27194568007026,0.64086541969357
"FKBP1B",-0.232839647283041,2.4327718499532,2.27295347065025,0.716545487150036
